sku,code,name,description,finish,size,price,mrp,uom,category,page,brand,notes
WRF-BR1,WRF-BR1,Wardrobe Rail Fittings - Rectangular Bracket,Wardrobe Rail Fittings - Rectangular Bracket | Size: 42x25xØ4 mm | Each,AC,42x25xØ4 mm,84.00,84.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=Each;finish_expanded_from=BR/AC
WRF-BR1,WRF-BR1,Wardrobe Rail Fittings - Rectangular Bracket,Wardrobe Rail Fittings - Rectangular Bracket | Size: 42x25xØ4 mm | Each,BR,42x25xØ4 mm,84.00,84.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=Each;finish_expanded_from=BR/AC
WRF-BR2,WRF-BR2,Wardrobe Rail Fittings - Rectangular Bracket,Wardrobe Rail Fittings - Rectangular Bracket | Size: 40 x 18 x 12.5 mm | Each,BA,40 x 18 x 12.5 mm,28.00,28.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=Each;finish_expanded_from=BR/BA
WRF-BR2,WRF-BR2,Wardrobe Rail Fittings - Rectangular Bracket,Wardrobe Rail Fittings - Rectangular Bracket | Size: 40 x 18 x 12.5 mm | Each,BR,40 x 18 x 12.5 mm,28.00,28.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=Each;finish_expanded_from=BR/BA
WRF-RR-2-AN,WRF-RR-2-AN,Wardrobe Rail Fittings - Rectangular Rail,Wardrobe Rail Fittings - Rectangular Rail | Size: 10x30mm | 2.44/m,AN,10x30mm,1657.00,1657.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=2.44/m;price_unit=pc
WRF-RR-3-AN,WRF-RR-3-AN,Wardrobe Rail Fittings - Rectangular Rail,Wardrobe Rail Fittings - Rectangular Rail | Size: 10x30mm | 3.66/m,AN,10x30mm,2485.00,2485.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=3.66/m;price_unit=pc
WRF-RR-3-BA,WRF-RR-3-BA,Wardrobe Rail Fittings - Rectangular Rail,Wardrobe Rail Fittings - Rectangular Rail | Size: 10x30mm | 3.66/m,BA,10x30mm,2587.00,2587.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=3.66/m;price_unit=pc
WRF-RR-3M-AN,WRF-RR-3M-AN,Wardrobe Rail Fittings - Rectangular Rail,Wardrobe Rail Fittings - Rectangular Rail | Size: 10x30mm | 3m,AN,10x30mm,2039.00,2039.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=3m;price_unit=pc
WRF-RRC,WRF-RRC,L' Connector for Rectangular Al. Rail,L' Connector for Rectangular Al. Rail | 2pc,BA,,99.00,99.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=2pc;finish_expanded_from=BR/BA
WRF-RRC,WRF-RRC,L' Connector for Rectangular Al. Rail,L' Connector for Rectangular Al. Rail | 2pc,BR,,99.00,99.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=2pc;finish_expanded_from=BR/BA
WRF-RRL-3M-AN,WRF-RRL-3M-AN,Wardrobe Rail Fittings - Rectangular Rail with Luminor 16,Wardrobe Rail Fittings - Rectangular Rail with Luminor 16 | Size: 3m | Each,AN,3m,3187.00,3187.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=Each
WRF-RRL-3M-BA,WRF-RRL-3M-BA,Wardrobe Rail Fittings - Rectangular Rail with Luminor 16,Wardrobe Rail Fittings - Rectangular Rail with Luminor 16 | Size: 3m | Each,BA,3m,3298.00,3298.00,PCS,Bed & Wardrobe - Wardrobe Accessories,164,EBCO,section=WARDROBE RAIL FITTINGS;pcs_set=Each
BC-BT1,BC-BT1,Bed Crossbar - Telescopic,Bed Crossbar - Telescopic | Size: 850-1400 | Each,AT,850-1400,803.00,803.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Each
BC-BT2,BC-BT2,Bed Crossbar - Telescopic,Bed Crossbar - Telescopic | Size: 1400-1900 | Each,AT,1400-1900,1090.00,1090.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Each
BC-S2,BC-S2,Bed Crossbar Support for PLBS (For PLBS1820),Bed Crossbar Support for PLBS (For PLBS1820) | Size: 1860 x 120 x 86 mm | Each,AT,1860 x 120 x 86 mm,1481.00,1481.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Each
P-WBS-1520,P-WBS-1520,"Premium Wall Bed System 1520 (Complete Fittings with Frame, Slats & Folding Leg Transmission)","Premium Wall Bed System 1520 (Complete Fittings with Frame, Slats & Folding Leg Transmission) | Size: Cabinet internal size: 1596 x 2130 x 300 mm Load capacity: 70Kgs | Set",,Cabinet internal size: 1596 x 2130 x 300 mm Load capacity: 70Kgs,160954.00,160954.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Set
P-WBS-DS,P-WBS-DS,Door Stopper (for Premium Wall Bed System 1520),Door Stopper (for Premium Wall Bed System 1520),,,2188.00,2188.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES
P-WBS-PRF,P-WBS-PRF,Push Release Fitting (for Premium Wall Bed System 1520),Push Release Fitting (for Premium Wall Bed System 1520),,,21794.00,21794.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES
P-WBS-SSF1,P-WBS-SSF1,Premium Sofa Synchro Frame (for Premium Wall Bed System 1520),Premium Sofa Synchro Frame (for Premium Wall Bed System 1520) | Size: Sofa dimensions: 1560 (w/o hand rest) x 715 x 550mm Seating height: 220mm + mattress thickness | Set,,Sofa dimensions: 1560 (w/o hand rest) x 715 x 550mm Seating height: 220mm + mattress thickness,86822.00,86822.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Set
PHBL-HD,PHBL-HD,Pull Handle Heavy Duty (for Bed Lift),Pull Handle Heavy Duty (for Bed Lift) | Each,BL,,219.00,219.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Each;finish_expanded_from=NB/BL
PHBL-HD,PHBL-HD,Pull Handle Heavy Duty (for Bed Lift),Pull Handle Heavy Duty (for Bed Lift) | Each,NB,,219.00,219.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Each;finish_expanded_from=NB/BL
PLBF-100C-HD,PLBF-100C-HD,PRO-LIFT gas spring Heavy Duty,PRO-LIFT gas spring Heavy Duty | Size: 1000N (Dead Load 40-45 kg),AT,1000N (Dead Load 40-45 kg),1039.00,1039.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-120C,PLBF-120C,PRO-LIFT gas spring,PRO-LIFT gas spring | Size: 1200N (Dead Load 55-60 kg),AT,1200N (Dead Load 55-60 kg),840.00,840.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-125C-HD,PLBF-125C-HD,PRO-LIFT gas spring Heavy Duty,PRO-LIFT gas spring Heavy Duty | Size: 1250N (Dead Load 50-55 kg),AT,1250N (Dead Load 50-55 kg),1039.00,1039.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-150C,PLBF-150C,PRO-LIFT gas spring,PRO-LIFT gas spring | Size: 1500N (Dead Load 65-70 kg),AT,1500N (Dead Load 65-70 kg),840.00,840.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-175C-HD,PLBF-175C-HD,PRO-LIFT gas spring Heavy Duty,PRO-LIFT gas spring Heavy Duty | Size: 1750N (Dead Load 70-80 kg),AT,1750N (Dead Load 70-80 kg),1039.00,1039.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-200C-HD,PLBF-200C-HD,PRO-LIFT gas spring Heavy Duty,PRO-LIFT gas spring Heavy Duty | Size: 2000N (Dead Load 85-90 kg),AT,2000N (Dead Load 85-90 kg),1039.00,1039.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-45C,PLBF-45C,PRO-LIFT gas spring,PRO-LIFT gas spring | Size: 450N,AT,450N,840.00,840.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-50C,PLBF-50C,PRO-LIFT gas spring,PRO-LIFT gas spring | Size: 500N (Dead Load 25-30 kg),AT,500N (Dead Load 25-30 kg),840.00,840.00,PAIR,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLBF-M6K,PLBF-M6K,"Mounting Screw Kit M6 For Pro-Lift Bed Fittings (Set of Screw, Nuts and Washers)","Mounting Screw Kit M6 For Pro-Lift Bed Fittings (Set of Screw, Nuts and Washers) | Size: M6 | Set of 6",ZY,M6,64.00,64.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;spu=50;pcs_set=Set of 6
PLBF-M8K,PLBF-M8K,"Mounting Screw Kit M6 For Pro-Lift Bed Fittings (Set of Screw, Nuts and Washers)","Mounting Screw Kit M6 For Pro-Lift Bed Fittings (Set of Screw, Nuts and Washers) | Size: M8 | Set of 6",ZY,M8,97.00,97.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;spu=50;pcs_set=Set of 6
PLBFM30,PLBFM30,Pro-Lift Bed Fitting-Mini (With Gas Lifts),Pro-Lift Bed Fitting-Mini (With Gas Lifts) | Size: 300N (45° opening),AT,300N (45° opening),1802.00,1802.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,audit_added_missing
PLSB1,PLSB1,Pro lift Sofa-Bed fittings,Pro lift Sofa-Bed fittings | Set,AT,,1828.00,1828.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=SOFA FITTINGS;spu=1;pcs_set=Set
PLSB1-G,PLSB1-G,Pro - Lift Sofa Bed fittings with guide,"Pro - Lift Sofa Bed fittings with guide | Size: Min. depth 845mm, width 5 - 6ft. | Set",AT,"Min. depth 845mm, width 5 - 6ft.",3877.00,3877.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=SOFA FITTINGS;spu=1;pcs_set=Set
SQB1,SQB1,Sofa Quick Bed,Sofa Quick Bed | Size: Max width 2036 x 770 x 270 | Set,AT,Max width 2036 x 770 x 270,6791.00,6791.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=SOFA FITTINGS;pcs_set=Set
SQB2-K-AT,SQB2-K-AT,Sofa Quick Bed 2,Sofa Quick Bed 2 | Size: width: 6 feet | Set,AT,width: 6 feet,10687.00,10687.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=SOFA FITTINGS;pcs_set=Set
WB-MST,WB-MST,Matress Stopper - SS 304,Matress Stopper - SS 304 | Size: 328x65x122 | Each,SS,328x65x122,214.00,214.00,PCS,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Each
WBH75,WBH75,Wall Bed Fittings-Horizontal (withcover & Gas Lift),Wall Bed Fittings-Horizontal (withcover & Gas Lift) | Size: 6 x 4 ft Dead load range: 35 to 40 kgs | Set,AT,6 x 4 ft Dead load range: 35 to 40 kgs,4741.00,4741.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;spu=1;pcs_set=Set
WBHD1,WBHD1,"Wall Bed -Double (Complete Fittings with Frame, Slats & Folding Leg Transmission) (w/o Gas Lifts)","Wall Bed -Double (Complete Fittings with Frame, Slats & Folding Leg Transmission) (w/o Gas Lifts) | Size: Bed Frame Size : 2000 x 1525 mm Load: 1700N External cabinet dim : 2280 x 1670 mm(considering 25mm board) | Set",AT,Bed Frame Size : 2000 x 1525 mm Load: 1700N External cabinet dim : 2280 x 1670 mm(considering 25mm board),32220.00,32220.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Set
WBHDP-140,WBHDP-140,Piston for Wall Bed-Double 140,Piston for Wall Bed-Double 140 | Size: Dead Load Range: 90 - 95 kgs | Set,AT,Dead Load Range: 90 - 95 kgs,1370.00,1370.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Set
WBHDP-170,WBHDP-170,Piston for Wall Bed-Double 170,Piston for Wall Bed-Double 170 | Size: Dead Load Range: 115 - 120 kgs | Set,AT,Dead Load Range: 115 - 120 kgs,1370.00,1370.00,SET,Bed & Wardrobe - Bed Fittings,165,EBCO,section=BED FITTING ACCESSORIES;pcs_set=Set
