sku,code,name,description,finish,size,price,mrp,uom,category,page,brand,notes
PPDS-TSB,PPDS-TSB,Tilting Shelf Bracket,Tilting Shelf Bracket | Size: Load Capacity: 10 kg/Set | Set of 2 pcs,BR,Load Capacity: 10 kg/Set,567.00,567.00,SET,Retail Display Systems,56,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;spu=-;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
PPDS-TSB,PPDS-TSB,Tilting Shelf Bracket,Tilting Shelf Bracket | Size: Load Capacity: 10 kg/Set | Set of 2 pcs,CH,Load Capacity: 10 kg/Set,567.00,567.00,SET,Retail Display Systems,56,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;spu=-;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
PPDS-TSB,PPDS-TSB,Tilting Shelf Bracket,Tilting Shelf Bracket | Size: Load Capacity: 10 kg/Set | Set of 2 pcs,SF,Load Capacity: 10 kg/Set,567.00,567.00,SET,Retail Display Systems,56,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;spu=-;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
PPDS-TSB,PPDS-TSB,Tilting Shelf Bracket,Tilting Shelf Bracket | Size: Load Capacity: 10 kg/Set | Set of 2 pcs,SL,Load Capacity: 10 kg/Set,567.00,567.00,SET,Retail Display Systems,56,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;spu=-;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
CSPC-2W,CSPC-2W,Cube Shelving Connector - Two Way,Cube Shelving Connector - Two Way | Size: 53 x 53 x 18 | Each,BG,53 x 53 x 18,50.00,50.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-2W,CSPC-2W,Cube Shelving Connector - Two Way,Cube Shelving Connector - Two Way | Size: 53 x 53 x 18 | Each,BL,53 x 53 x 18,50.00,50.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-3M-AP-BG,CSPC-3M-AP-BG,Cube - Aluminium Profile without Support,Cube - Aluminium Profile without Support | Size: 18 x 18 | 3m,BG,18 x 18,1191.00,1191.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-AP-BL,CSPC-3M-AP-BL,Cube - Aluminium Profile without Support,Cube - Aluminium Profile without Support | Size: 18 x 18 | 3m,BL,18 x 18,891.00,891.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APB-BG,CSPC-3M-APB-BG,Cube - Aluminium Profile for 16mm Board,Cube - Aluminium Profile for 16mm Board | Size: 18 x 24 | 3m,BG,18 x 24,1312.00,1312.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APB-BL,CSPC-3M-APB-BL,Cube - Aluminium Profile for 16mm Board,Cube - Aluminium Profile for 16mm Board | Size: 18 x 24 | 3m,BL,18 x 24,1034.00,1034.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APBS-BG,CSPC-3M-APBS-BG,Cube - Aluminium Profile for 16mm Board Side Wall,Cube - Aluminium Profile for 16mm Board Side Wall | Size: 18 x 24 | 3m,BG,18 x 24,1352.00,1352.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APBS-BL,CSPC-3M-APBS-BL,Cube - Aluminium Profile for 16mm Board Side Wall,Cube - Aluminium Profile for 16mm Board Side Wall | Size: 18 x 24 | 3m,BL,18 x 24,998.00,998.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APG-BG,CSPC-3M-APG-BG,Cube - Aluminium Profile for 6mm Glass,Cube - Aluminium Profile for 6mm Glass | Size: 18 x 22 | 3m,BG,18 x 22,1272.00,1272.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APG-BL,CSPC-3M-APG-BL,Cube - Aluminium Profile for 6mm Glass,Cube - Aluminium Profile for 6mm Glass | Size: 18 x 22 | 3m,BL,18 x 22,1031.00,1031.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APGS-BG,CSPC-3M-APGS-BG,Cube - Aluminium Profile for 5mm Glass Side Wall,Cube - Aluminium Profile for 5mm Glass Side Wall | Size: 18 x 22 | 3m,BG,18 x 22,1350.00,1350.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3M-APGS-BL,CSPC-3M-APGS-BL,Cube - Aluminium Profile for 5mm Glass Side Wall,Cube - Aluminium Profile for 5mm Glass Side Wall | Size: 18 x 22 | 3m,BL,18 x 22,961.00,961.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=3m
CSPC-3W,CSPC-3W,Cube Shelving Connector - Three Way,Cube Shelving Connector - Three Way | Size: 88 x 53 x 18 | Each,BG,88 x 53 x 18,56.00,56.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-3W,CSPC-3W,Cube Shelving Connector - Three Way,Cube Shelving Connector - Three Way | Size: 88 x 53 x 18 | Each,BL,88 x 53 x 18,56.00,56.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-3WC,CSPC-3WC,Cube Shelving Connector - Three Way Corner,Cube Shelving Connector - Three Way Corner | Size: 53 x 53 x 53 | Each,BG,53 x 53 x 53,69.00,69.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-3WC,CSPC-3WC,Cube Shelving Connector - Three Way Corner,Cube Shelving Connector - Three Way Corner | Size: 53 x 53 x 53 | Each,BL,53 x 53 x 53,69.00,69.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-4W,CSPC-4W,Cube Shelving Connector - Four Way,Cube Shelving Connector - Four Way | Size: 88 x 88 x 18 | Each,BG,88 x 88 x 18,69.00,69.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-4W,CSPC-4W,Cube Shelving Connector - Four Way,Cube Shelving Connector - Four Way | Size: 88 x 88 x 18 | Each,BL,88 x 88 x 18,69.00,69.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-4WE,CSPC-4WE,Cube Shelving Connector - Four Way Edge,Cube Shelving Connector - Four Way Edge | Size: 53 x 53 x 88 | Each,BG,53 x 53 x 88,79.00,79.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-4WE,CSPC-4WE,Cube Shelving Connector - Four Way Edge,Cube Shelving Connector - Four Way Edge | Size: 53 x 53 x 88 | Each,BL,53 x 53 x 88,79.00,79.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-5W,CSPC-5W,Cube Shelving Connector - Five Way,Cube Shelving Connector - Five Way | Size: 88 x 88 x 53 | Each,BG,88 x 88 x 53,81.00,81.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-5W,CSPC-5W,Cube Shelving Connector - Five Way,Cube Shelving Connector - Five Way | Size: 88 x 88 x 53 | Each,BL,88 x 88 x 53,81.00,81.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-2W,CSPC-AL-2W,Cube Shelving Connector Aluminium - Two Way,Cube Shelving Connector Aluminium - Two Way | Size: 53 x 53 x 18 | Each,BG,53 x 53 x 18,131.00,131.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-2W,CSPC-AL-2W,Cube Shelving Connector Aluminium - Two Way,Cube Shelving Connector Aluminium - Two Way | Size: 53 x 53 x 18 | Each,BL,53 x 53 x 18,131.00,131.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-3W,CSPC-AL-3W,Cube Shelving Connector Aluminium - Three Way,Cube Shelving Connector Aluminium - Three Way | Size: 88 x 53 x 18 | Each,BG,88 x 53 x 18,146.00,146.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-3W,CSPC-AL-3W,Cube Shelving Connector Aluminium - Three Way,Cube Shelving Connector Aluminium - Three Way | Size: 88 x 53 x 18 | Each,BL,88 x 53 x 18,146.00,146.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-3WC,CSPC-AL-3WC,Cube Shelving Connector Aluminium - Three Way Corner,Cube Shelving Connector Aluminium - Three Way Corner | Size: 53 x 53 x 53 | Each,BG,53 x 53 x 53,146.00,146.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-3WC,CSPC-AL-3WC,Cube Shelving Connector Aluminium - Three Way Corner,Cube Shelving Connector Aluminium - Three Way Corner | Size: 53 x 53 x 53 | Each,BL,53 x 53 x 53,146.00,146.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-4W,CSPC-AL-4W,Cube Shelving Connector Aluminium - Four Way,Cube Shelving Connector Aluminium - Four Way | Size: 88 x 88 x 18 | Each,BG,88 x 88 x 18,152.00,152.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-4W,CSPC-AL-4W,Cube Shelving Connector Aluminium - Four Way,Cube Shelving Connector Aluminium - Four Way | Size: 88 x 88 x 18 | Each,BL,88 x 88 x 18,152.00,152.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-4WE,CSPC-AL-4WE,Cube Shelving Connector Aluminium - Four Way Edge,Cube Shelving Connector Aluminium - Four Way Edge | Size: 53 x 53 x 88 | Each,BG,53 x 53 x 88,157.00,157.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-4WE,CSPC-AL-4WE,Cube Shelving Connector Aluminium - Four Way Edge,Cube Shelving Connector Aluminium - Four Way Edge | Size: 53 x 53 x 88 | Each,BL,53 x 53 x 88,157.00,157.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-5W,CSPC-AL-5W,Cube Shelving Connector Aluminium - Five Way,Cube Shelving Connector Aluminium - Five Way | Size: 88 x 88 x 53 | Each,BG,88 x 88 x 53,171.00,171.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-AL-5W,CSPC-AL-5W,Cube Shelving Connector Aluminium - Five Way,Cube Shelving Connector Aluminium - Five Way | Size: 88 x 88 x 53 | Each,BL,88 x 88 x 53,171.00,171.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-B,CSPC-B,Cube Shelving Connector - Base,Cube Shelving Connector - Base | Size: 53 x 18 x 18 | Each,BG,53 x 18 x 18,44.00,44.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
CSPC-B,CSPC-B,Cube Shelving Connector - Base,Cube Shelving Connector - Base | Size: 53 x 18 x 18 | Each,BL,53 x 18 x 18,44.00,44.00,PCS,Retail Display Systems,57,EBCO,section=CUBE SHELVING SYSTEMS;pcs_set=Each;finish_expanded_from=BL/BG
FRS10HL,FRS10HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 255 mm (10"") | Set of 2 Pcs",RS,"255 mm (10"")",452.00,452.00,SET,Retail Display Systems,57,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Set of 2 Pcs
FRS12HL,FRS12HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 305 mm (12"") | Set of 2 Pcs",RS,"305 mm (12"")",501.00,501.00,SET,Retail Display Systems,57,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Set of 2 Pcs
FRS14HL,FRS14HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 355 mm (14"") | Set of 2 Pcs",RS,"355 mm (14"")",594.00,594.00,SET,Retail Display Systems,57,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Set of 2 Pcs
FRS8HL,FRS8HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 205 mm (8"") | Set of 2 Pcs",RS,"205 mm (8"")",419.00,419.00,SET,Retail Display Systems,57,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 Pcs
PPDS-RRS,PPDS-RRS,Rectangular Rail Support For Pole Shelving System,Rectangular Rail Support For Pole Shelving System | Size: 40 x 35 x 21 mm | Set of 2 pcs,BG,40 x 35 x 21 mm,186.00,186.00,SET,Retail Display Systems,57,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;pcs_set=Set of 2 pcs
PPDS-RRS,PPDS-RRS,Rectangular Rail Support For Pole Shelving System,Rectangular Rail Support For Pole Shelving System | Size: 40 x 35 x 21 mm | Set of 2 pcs,BL,40 x 35 x 21 mm,181.00,181.00,SET,Retail Display Systems,57,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
PPDS-RRS,PPDS-RRS,Rectangular Rail Support For Pole Shelving System,Rectangular Rail Support For Pole Shelving System | Size: 40 x 35 x 21 mm | Set of 2 pcs,CH,40 x 35 x 21 mm,181.00,181.00,SET,Retail Display Systems,57,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
PPDS-RRS,PPDS-RRS,Rectangular Rail Support For Pole Shelving System,Rectangular Rail Support For Pole Shelving System | Size: 40 x 35 x 21 mm | Set of 2 pcs,SF,40 x 35 x 21 mm,181.00,181.00,SET,Retail Display Systems,57,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
PPDS-RRS,PPDS-RRS,Rectangular Rail Support For Pole Shelving System,Rectangular Rail Support For Pole Shelving System | Size: 40 x 35 x 21 mm | Set of 2 pcs,SL,40 x 35 x 21 mm,181.00,181.00,SET,Retail Display Systems,57,EBCO,section=Ebco Pole Shelving System. Versatility that looks good on your walls. Our Pole Shelving system is engineered to move in ;pcs_set=Set of 2 pcs;finish_expanded_from=BR/SL/CH/SF/BL
ADH1,ADH1,Al Door Handle,Al Door Handle | Size: 36x36 | Each,BL,36x36,447.00,447.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
ADH1,ADH1,Al Door Handle,Al Door Handle | Size: 36x36 | Each,WH,36x36,447.00,447.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-D2L,AWH-D2L,Al Window Handle Deluxe2 (L),Al Window Handle Deluxe2 (L) | Size: Ø40 | Each,BL,Ø40,365.00,365.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-D2L,AWH-D2L,Al Window Handle Deluxe2 (L),Al Window Handle Deluxe2 (L) | Size: Ø40 | Each,WH,Ø40,365.00,365.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-D2R,AWH-D2R,Al Window Handle Deluxe2 (R),Al Window Handle Deluxe2 (R) | Size: 40x40 | Each,BL,40x40,365.00,365.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-D2R,AWH-D2R,Al Window Handle Deluxe2 (R),Al Window Handle Deluxe2 (R) | Size: 40x40 | Each,WH,40x40,365.00,365.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-DM3,AWH-DM3,Mortise Window Handle-3,Mortise Window Handle-3 | Size: Ø41 | Each,BL,Ø41,228.00,228.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-DM3,AWH-DM3,Mortise Window Handle-3,Mortise Window Handle-3 | Size: Ø41 | Each,WH,Ø41,228.00,228.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-DML3,AWH-DML3,Mortise Window Handle - with Lock 3,Mortise Window Handle - with Lock 3 | Size: Ø70 | Each,BL,Ø70,501.00,501.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-DML3,AWH-DML3,Mortise Window Handle - with Lock 3,Mortise Window Handle - with Lock 3 | Size: Ø70 | Each,WH,Ø70,501.00,501.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-H1L,AWH-H1L,Window Handle - Heavy (L),Window Handle - Heavy (L) | Size: 36x18 | Each,BL,36x18,209.00,209.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-H1L,AWH-H1L,Window Handle - Heavy (L),Window Handle - Heavy (L) | Size: 36x18 | Each,WH,36x18,209.00,209.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-H1R,AWH-H1R,Window Handle - Heavy (R),Window Handle - Heavy (R) | Size: 36x18 | Each,BL,36x18,209.00,209.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH-H1R,AWH-H1R,Window Handle - Heavy (R),Window Handle - Heavy (R) | Size: 36x18 | Each,WH,36x18,209.00,209.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each;finish_expanded_from=WH/BL
AWH9-L/R,AWH9-L/R,Window Handle Low,Window Handle Low | Size: - | Each,BL,-,105.00,105.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM/CG
AWH9-L/R,AWH9-L/R,Window Handle Low,Window Handle Low | Size: - | Each,BR,-,105.00,105.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM/CG
AWH9-L/R,AWH9-L/R,Window Handle Low,Window Handle Low | Size: - | Each,CG,-,105.00,105.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM/CG
AWH9-L/R,AWH9-L/R,Window Handle Low,Window Handle Low | Size: - | Each,SL,-,105.00,105.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM/CG
AWH9-L/R,AWH9-L/R,Window Handle Low,Window Handle Low | Size: - | Each,WM,-,105.00,105.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM/CG
AWH9-L/R,AWH9-L/R,Window Handle Low,Window Handle Low | Size: - | Each,WW,-,105.00,105.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM/CG
CCH-SH-120,CCH-SH-120,Concealed Corner Hinge side Hung - 120 (with Bevelled Groove),Concealed Corner Hinge side Hung - 120 (with Bevelled Groove) | Size: 3 mm | Pair,SS304,3 mm,800.00,800.00,PAIR,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Pair
CCH-SH-80,CCH-SH-80,Concealed Corner Hinge side Hung - 80 (with Bevelled Groove),Concealed Corner Hinge side Hung - 80 (with Bevelled Groove) | Size: 2 mm | Pair,SS304,2 mm,612.00,612.00,PAIR,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Pair
CRF1,CRF1,Connector Rope Fitting,Connector Rope Fitting | Size: 40x40 | Each,,40x40,455.00,455.00,PCS,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Each
CRL-2L-R/S/Z/F,CRL-2L-R/S/Z/F,Crescent Latch,Crescent Latch | Size: - | Each,BL,-,152.00,152.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=50;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
CRL-2L-R/S/Z/F,CRL-2L-R/S/Z/F,Crescent Latch,Crescent Latch | Size: - | Each,BR,-,152.00,152.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=50;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
CRL-2L-R/S/Z/F,CRL-2L-R/S/Z/F,Crescent Latch,Crescent Latch | Size: - | Each,SL,-,152.00,152.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=50;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
CRL-2L-R/S/Z/F,CRL-2L-R/S/Z/F,Crescent Latch,Crescent Latch | Size: - | Each,WW,-,152.00,152.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=50;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL
E-WH1-L/R,E-WH1-L/R,Window Handle-EURO,Window Handle-EURO | Size: - | Each,BL,-,103.00,103.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM
E-WH1-L/R,E-WH1-L/R,Window Handle-EURO,Window Handle-EURO | Size: - | Each,BR,-,103.00,103.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM
E-WH1-L/R,E-WH1-L/R,Window Handle-EURO,Window Handle-EURO | Size: - | Each,SL,-,103.00,103.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM
E-WH1-L/R,E-WH1-L/R,Window Handle-EURO,Window Handle-EURO | Size: - | Each,WM,-,103.00,103.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM
E-WH1-L/R,E-WH1-L/R,Window Handle-EURO,Window Handle-EURO | Size: - | Each,WW,-,103.00,103.00,PCS,Retail Display Systems,58,EBCO,section=(Add Rs. 22/- to the MRP & 'HB' to the item code for Hook Bracket);spu=25;pcs_set=Each;finish_expanded_from=BR/BL/WW/SL/WM
FRS1319-10,FRS1319-10,Friction Stay 1319 (for aluminium windows with Euro Groove),Friction Stay 1319 (for aluminium windows with Euro Groove) | Size: 13 x 19 x 250 mm | Set of 2 pcs,SS304,13 x 19 x 250 mm,659.00,659.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 pcs
FRS1319-12,FRS1319-12,Friction Stay 1319 (for aluminium windows with Euro Groove),Friction Stay 1319 (for aluminium windows with Euro Groove) | Size: 13 x 19 x 300 mm | Set of 2 pcs,SS304,13 x 19 x 300 mm,752.00,752.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 pcs
FRS1319-14,FRS1319-14,Friction Stay 1319 (for aluminium windows with Euro Groove),Friction Stay 1319 (for aluminium windows with Euro Groove) | Size: 13 x 19 x 350 mm | Set of 2 pcs,SS304,13 x 19 x 350 mm,855.00,855.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 pcs
FRS16HL,FRS16HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 405 mm (16"") | Set of 2 Pcs",RS,"405 mm (16"")",956.00,956.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 Pcs
FRS20-HD,FRS20-HD,Friction Stay Heavy Duty,"Friction Stay Heavy Duty | Size: 500 mm (20"") | Set of 2 Pc",,"500 mm (20"")",1711.00,1711.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=1;pcs_set=Set of 2 Pc
FRS20HL,FRS20HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 510 mm (20"") | Set of 2 Pcs",RS,"510 mm (20"")",1101.00,1101.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 Pcs
FRS24-HD,FRS24-HD,Friction Stay Heavy Duty,"Friction Stay Heavy Duty | Size: 600 mm (24"") | Set of 2 Pc",,"600 mm (24"")",2254.00,2254.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;spu=1;pcs_set=Set of 2 Pc
FRS24HL,FRS24HL,Friction Stay - HI LOAD (SS304),"Friction Stay - HI LOAD (SS304) | Size: 610 mm (24"") | Set of 2 Pcs",RS,"610 mm (24"")",1255.00,1255.00,SET,Retail Display Systems,58,EBCO,section=WINDOW FITTINGS;pcs_set=Set of 2 Pcs
